"option.spawnMethod.location.lowerEngine" : "下引擎"
"option.spawnMethod.location.security" : "保安室"
"option.spawnMethod.location.reactor" : "反应堆"
"option.spawnMethod.location.upperEngine" : "上引擎"
"option.spawnMethod.location.medBay" : "医疗室"
"option.spawnMethod.location.launchpad" : "发射台"
"option.spawnMethod.location.locker" : "更衣室"
"option.spawnMethod.location.decontamination" : "去污室"
"option.spawnMethod.location.laboratory" : "实验室"
"option.spawnMethod.location.rendezvous" : "集合点"
"option.spawnMethod.location.office" : "办公室"
"option.spawnMethod.location.greenhouse" : "温室"
"option.spawnMethod.location.balcony" : "露台"
"option.spawnMethod.location.dropship" : "运输船"
"option.spawnMethod.location.specimenRoom" : "样本室"
"option.spawnMethod.location.snowdrift" : "室外"
"option.spawnMethod.location.ejection" : "岩浆"
"option.spawnMethod.location.abditory" : "假山"
"option.spawnMethod.location.drill" : "电钻处"
"option.spawnMethod.location.cargoBay" : "货仓"
"option.spawnMethod.location.toilet" : "厕所"
"option.spawnMethod.location.lounge" : "休息室"
"option.spawnMethod.location.record" : "档案室"
"option.spawnMethod.location.gapRoom" : "间隙室"
"option.spawnMethod.location.shower" : "淋浴室"
"option.spawnMethod.location.mainHall" : "大厅"
"option.spawnMethod.location.medical" : "医疗室"
"option.spawnMethod.location.kitchen" : "厨房"
"option.spawnMethod.location.viewingDeck" : "瞭望台"
"option.spawnMethod.location.armory" : "军械室"
"option.spawnMethod.location.cockpit" : "座舱"
"option.spawnMethod.location.engineRoom" : "引擎室"
"option.spawnMethod.location.brig" : "牢房"
"option.spawnMethod.location.vault" : "保险库"
"option.spawnMethod.location.meetingRoom" : "会议室"

"option.sabotageOption" : "破坏设置"
"option.sabotageCoolDown" : "破坏冷却"
"option.skeldReactorTimeLimit" : "破坏时长 (Skeld反应堆)"
"option.skeldO2TimeLimit" : "破坏时长 (Skeld氧气)"
"option.MIRAReactorTimeLimit" : "破坏时长 (Mira反应堆)"
"option.MIRAO2TimeLimit" : "破坏时长 (Mira氧气)"
"option.seismicStabilizersTimeLimit" : "破坏时长 (Polus震荡稳定器)"
"option.avertCrashTimeLimit" : "破坏时长 (Airship避开坠毁路线)"
"option.blackOutStrength" : "熄灯强度"
"option.canUseDoorDespiteSabotage" : "Airship：允许伪装者在破坏期间关门"

"option.exclusiveAssignment" : "限定职业\n(即保证所选职业不同时出现)"
"option.exclusiveAssignment.MorphingAndPainter" : "化形者 or 画皮师"
"option.exclusiveAssignment.RaiderAndSniper" : "强盗 or 狙击手"
"option.exclusiveAssignment.ArsonistAndEmpiric" : "纵火犯 or 疫医"
"option.exclusiveAssignment.AlienAndNavvy" : "外星人 or 修理工"
"option.exclusiveAssignment.BaitAndProvocateur" : "诱饵 or 挑衅者"
"option.exclusiveAssignment.PsychicAndSeer" : "通灵师 or 灵媒"
"option.exclusiveAssignment1" : "指定 1"
"option.exclusiveAssignment2" : "指定 2"
"option.exclusiveAssignment3" : "指定 3"
"option.exclusiveAssignment4" : "指定 4"
"option.exclusiveAssignment5" : "指定 5"
"option.exclusiveAssignmentRole1" : "限定职业 1"
"option.exclusiveAssignmentRole2" : "限定职业 2"
"option.exclusiveAssignmentRole3" : "限定职业 3"
"option.exclusiveAssignmentRole.none" : "<color=#606060ff>无</color>"

"option.coolDownOption" : "冷却设置"
"option.initialKillCoolDown" : "开局击杀冷却"
"option.initialAbilityCoolDown" : "开局技能冷却"
"option.initialForcefulAbilityCoolDown" : "开局强力技能冷却"
"option.initialModestAbilityCoolDown" : "开局较弱技能冷却"
"option.killCoolDownProceedIgnoringDoorGame" : "开门时继续计算击杀冷却"
"option.killCoolDownProceedIgnoringBlackOutGame" : "修复照明时继续计算击杀冷却"
"option.killCoolDownProceedIgnoringSecurityCamera" : "观看监控时继续计算击杀冷却"

"option.limitOptions" : "游戏时间设置"
"option.timeLimitOption" : "时间限制(分)"
"option.timeLimitSecondOption" : "时间限制(秒)"

"option.devicesOption" : "信息终端使用限制"
"option.devicesOption.restrictModeOption" : "限制时间"
"option.devicesOption.perDiscussion" : "会议后重置"
"option.devicesOption.perGame" : "仅能使用一次"
"option.devicesOption.admin" : "管理地图(秒)"
"option.devicesOption.vitals" : "生命监测(秒)"
"option.devicesOption.cameraAndDoorLog" : "摄像头和门禁系统"
"option.devicesOption.unlimitedCameraSkeld" : "Skeld：摄像头无限时间"
"option.devicesOption.unlimitedCameraPolus" : "Polus：摄像头无限时间"
"option.devicesOption.unlimitedCameraAirship" : "Airship：摄像头无限时间"
"option.devicesOption.camera.central" : "Central"
"option.devicesOption.camera.east" : "东"
"option.devicesOption.camera.north" : "北"
"option.devicesOption.camera.west" : "西"
"option.devicesOption.camera.south" : "南"
"option.devicesOption.camera.northeast" : "西北"
"option.devicesOption.camera.southwest" : "南北"
"option.devicesOption.camera.northwest" : "西北"
"option.devicesOption.camera.engineRoom" : "引擎室"
"option.devicesOption.camera.vault" : "Vault"
"option.devicesOption.camera.records" : "Records"
"option.devicesOption.camera.security" : "保安室"
"option.devicesOption.camera.cargoBay" : "Cargo Bay"
"option.devicesOption.camera.meetingRoom" : "会议室"

"option.tasksOption" : "任务难度设置"
"option.randomizedWiring" : "接线任务顺序随机"
"option.stepsOfWiring" : "接线任务次数"
"option.meistersManifolds" : "难度提升：解锁歧管"
"option.meistersO2Filter" : "难度提升：清洁氧气过滤器"
"option.meistersFuelEngines" : "难度提升：为引擎添加燃料"
"option.dangerousDownloadSpot" : "更改下载任务地点(Airship)"
"option.useVanillaSafeTask" : "简化打开保险柜任务(Airship)"

"option.secretRole" : "隐藏职业"
"option.secretCrewmate" : "船员隐藏职业数"
"option.chanceOfSecretCrewmate" : "船员隐藏职业概率"
"option.secretImpostor" : "伪装者隐藏职业数"
"option.chanceOfSecretImpostor" : "伪装者隐藏职业概率"
"option.requiredTasksForArousal" : "船员唤醒隐藏职业所需完成任务数"
"option.requiredNumOfKillingForArousal" : "伪装者唤醒隐藏职业所需击杀数"

"option.advanceRoleOptions" : "更多职业设置"

"option.roleChance" : "生成概率"
"option.roleChanceSecondary" : "生成概率(作为附加职业)"
"option.roleCount" : "最大数量"

"option.canBeLovers" : "可以成为恋人"
"option.canBeGuesser" : "可以成为赌怪"
"option.canBeDrunk" : "可以成为醉鬼"
"option.canBeBloody" : "可以成为血语者"
"option.canBeMadmate" : "可以成为叛徒"
"option.canBeSecret" : "可以成为隐藏职业"
"option.canBeSecretCrewmate" : "可以成为隐藏职业 (船员)"
"option.canBeSecretImpostor" : "可以成为隐藏职业 (伪装者)"
"option.canBeConfused" : "可以成为幻视者"
"option.canBeSick" : "可以成为病人"
"option.canBeBait" : "可以成为诱饵"
"option.canBeFlash" : "可以成为闪电侠"

"option.suffix.cross" : "x"
"option.suffix.second" : "s"
"option.suffix.minute" : "m"
"option.suffix.percent" : "%"

"ritual.mission.formularize" : "Formularize"
"ritual.rooms.bothEngines" : "Upper&Lower Engine"
"ritual.rooms.bothDecontaminations" : "Decontamination"

"role.void.name" : "超管"
"role.void.short" : "超"
"role.void.hint" : "你是支配整局游戏的管理者"
"role.void.info" : "你可以使用技能管理场上局势"
"role.void.help.void" : "管理场上局势"

"role.crewmate.name" : "船员"
"role.crewmate.short" : "船"
"role.crewmate.hint" : "找出<color=#ff1919ff>伪装者</color>"
"role.crewmate.info" : "你没有特殊能力。靠自己的推理获得胜利。"
"role.crewmate.isGuessable" : "可以被赌怪猜测"
"role.crewmate.maxCountOfDamned" : "被诅咒的最大数量"
"role.crewmate.chanceOfDamned" : "被诅咒概率"

"role.guesser.name" : "赌怪"
"role.guesser.info" : "赌怪可以猜测其他玩家的身份。\n如果你的猜测正确，被猜测的玩家死亡。"
"role.guesser.help.guess" : "在会议期间点击瞄准某个玩家\n打开猜测界面"
"role.guesser.chanceToSpawnAsSecondarySide" : "伪装者的分配概率"
"role.guesser.definitiveAssignment" : "多人数时公平分配阵营"
"role.guesser.canShotSeveralTimes" : "赌怪一次会议中可多次猜测"
"role.guesser.isSecondaryRole" : "分配为附加职业"
"role.guesser.guesserShots" : "可猜测次数"
"role.guesser.guessesLeft" : "剩余可猜测次数"
"role.guesser.crewmateRoleCount" : "最多人数 (船员)"
"role.guesser.impostorRoleCount" : "最多人数 (伪装者) "
"role.guesser.neutralRoleCount" : "最多人数 (中立)  "
"role.secondaryGuesser.hint" : "生命就是豪赌"
"role.guesser.additionalVotingTime" : "猜测后附加投票时间"

"role.tracker.name" : "追踪者"
"role.tracker.help.track" : "选择要追踪的船员"
"role.tracker.help.meeting" : "在会议期间选择追踪目标\n选择后可以实时监控目标的任务进度，若设置‘可在会议中更换追踪目标’开启，则将追踪目标更换为所选船员"
"role.tracker.chanceToSpawnAsSecondarySide" : "伪装者的分配概率"
"role.tracker.definitiveAssignment" : "多人数时公平分配阵营"
"role.tracker.canChangeTrackingTarget" : "可更换追踪目标"
"role.tracker.changeTargetCoolDown" : "更换追踪目标冷却"
"role.tracker.canUseMeetingActionOption" : "可在会议中选择追踪目标"
"role.tracker.canChangeTrackingTargetInMeegingOption" : "可在会议中更换追踪目标"
"role.tracker.evilTrackerCanTrackImpostors" : "邪恶的追踪者可以追踪其他伪装者"
"role.tracker.evilTrackerCanKnowImpostorsKill" : "邪恶的追踪者可以得知其他伪装者击杀"

"role.trapper.name" : "陷阱师"
"role.trapper.help.accel" : "为踩到该陷阱的玩家加速，陷阱在下次会议后可用"
"role.trapper.help.decel" : "为踩到该陷阱的玩家减速，陷阱在下次会议后可用"
"role.trapper.help.kill" : "以消耗你的击杀冷却为代价杀死踩到陷阱的玩家，陷阱在下次会议后可用，且对其他玩家不可见"
"role.trapper.help.comm" : "当有玩家踩到该陷阱时将向陷阱师提示玩家颜色和位置，陷阱在下次会议后可用，且对其他玩家不可见"
"role.trapper.chanceToSpawnAsSecondarySide" : "伪装者的分配概率"
"role.trapper.definitiveAssignment" : "多人数时公平分配阵营"
"role.trapper.maxTraps" : "最多可设置陷阱数"
"role.trapper.placeCoolDown" : "技能冷却"
"role.trapper.accelSpeed" : "加速陷阱倍率"
"role.trapper.decelSpeed" : "减速陷阱倍率"
"role.trapper.accelDuration" : "加速持续时间"
"role.trapper.decelDuration" : "减速持续时间"
"role.trapper.commTrapCost" : "安放信号陷阱消耗次数"
"role.trapper.killTrapCost" : "安放击杀陷阱消耗次数"
"role.trapper.killTrapAudibleDistance" : "安装击杀陷阱声音传播距离"
"role.trapper.rootTime" : "放置陷阱所需时间"

"role.agent.name" : "代理人"
"role.agent.short" : "代"
"role.agent.hint" : "帮助船员完成任务"
"role.agent.info" : "代理人可以代替其他船员完成任务。"
"role.agent.help.agent" : "获得额外任务，帮助磨叽的船员完成任务"
"role.agent.exemptTasks" : "代理人自己可减免任务数"
"role.agent.actOverTasks" : "代理人每轮最多可代理完成任务数"
"role.agent.maxVents" : "可使用管道次数"
"role.agent.killCoolDownBonus" : "叛变的代理人每完成一个任务时为伪装者击杀冷却的减少量"
"role.agent.canKnowImpostorAndJackal" : "代理人可以得知伪装者与豺狼"
"role.agent.theLeastCompletedTasks" : "代理人得知伪装者与豺狼需要的最少任务数"

"role.alien.name" : "外星人"
"role.alien.short" : "外"
"role.alien.hint" : "维持船上秩序"
"role.alien.help.emi" : "对他人进行电磁干扰，影响他们的冷却时间\n另外，外星人还可以使用破坏来阻碍伪装者的行动"
"role.alien.info" : "可以使用电磁干扰。\n电磁干扰可以让暂停周围玩家技能的冷却时间。\n注意：外星人免疫赌怪的猜测"
"role.alien.emiCoolDown" : "电磁干扰冷却"
"role.alien.emiDuration" : "电磁干扰的持续时间"
"role.alien.emiRange" : "电磁干扰的有效范围"
"role.alien.emiInhibitsCrewmates" : "电磁干扰也会停滞船员技能冷却"
"role.alien.countOfCallingSabotage" : "最多破坏次数"

"role.bait.name" : "诱饵"
"role.bait.short" : "诱"
"role.bait.hint" : "诱骗敌人"
"role.bait.info" : "一旦诱饵被杀死，击杀诱饵的凶手就会立刻报告。"
"role.bait.killerCanKnowBaitKillByFlash" : "击杀诱饵的凶手有闪光提醒"
"role.bait.canBeExtraRole" : "生成为附加职业"

"role.busker.name" : "灵化使"
"role.busker.short" : "灵"
"role.busker.hint" : "秘法·灵魂出窍之术"
"role.busker.help.pseudocide" : "假死来探查其他玩家的动向"
"role.busker.help.revive" : "在你目前的地方复活\n如果你没有及时复活或尸体以某种形式被移动/消失，你的死亡将成为现实"
"role.busker.info" : "灵化使可以通过假死变成灵魂悄无声息地观察其他人的行踪。\n灵化使在假死一段时间后复活时，他将出现在他的灵魂此时的位置。\n当灵化使假死留下的尸体因任何原因被移动或消失时，他的灵魂将无法回到自己的身体。"
"role.busker.buskCoolDown" : "假死冷却"
"role.busker.buskDuration" : "假死持续时间"

"role.comet.name" : "彗星之子"
"role.comet.short" : "彗"
"role.comet.hint" : "一飞冲天"
"role.comet.info" : "使用加速技能后，彗星之子将在一段时间内隐身并获得极快的速度。\n此外，彗星之子在照明被破坏时不会受到影响。"
"role.comet.help.blaze" : "隐身并加速"
"role.comet.boostCoolDown" : "加速冷却"
"role.comet.boostDuration" : "加速持续时间"
"role.comet.boostSpeed" : "加速倍率"
"role.comet.boostVisionRate" : "冲刺时的视野放大率"
"role.comet.boostViewRate" : "冲刺时的视野率"

"role.doctor.name" : "医学家"
"role.doctor.short" : "医"
"role.doctor.hint" : "从死人身上获取信息"
"role.doctor.info" : "医学家可以在生命监测装置中看到玩家的死因。\n此外，医学家可以在地图的任意位置消耗充能来观看生命监测装置。"
"role.doctor.mobileGadgetCharges" : "初始充能数"
"role.doctor.maxMobileGadgetCharges" : "便携装置最大充能数"
"role.doctor.chargesPerTasks" : "每完成一个任务给便携装置的追加充能数"
"role.doctor.gadgetLeft" : "%SECOND%秒"
"role.doctor.batteryIsEmpty" : "缺少电能"

"role.guardian.name" : "特工"
"role.guardian.short" : "特"
"role.guardian.hint" : "坚不可摧"
"role.guardian.info" : "你可以放置侦测器来探测其他玩家的位置\n你还给予其他玩家一个护盾，使他无法被杀死"
"role.guardian.help.antenna" : "放置侦测器\n下轮会议后生效"
"role.guardian.help.guard" : "给予他人护盾\n只要特工还活着，保护的对象就不会以除会议死亡外的任何形式被杀"
"role.guardian.maxAntennas" : "最多可放置侦测器数"
"role.guardian.placeCoolDown" : "放置侦测器冷却"
"role.guardian.antennaEffectiveRange" : "侦测器有效范围"
"role.guardian.canIdentifyDeadBody" : "可以侦测到尸体"
"role.guardian.showGuardFlash" : "保护目标被尝试击杀时特工收到闪光提示"
"role.guardian.alertMode" : "警觉模式"
"role.guardian.alertInterval"  : "警觉模式下刷新时间"

"role.mayor.name" : "市长"
"role.mayor.short" : "市"
"role.mayor.hint" : "放逐<color=#ff1919ff>伪装者</color>"
"role.mayor.info" : "市长可以在会议上存票。\n市长在投票阶段的任意时间都可以使用存下的投票。\n将投票数设为0可以累积选票。\n在投票界面中，将有两个按钮来调节市长在本次会议中的投票数。\n市长若决定存票，市长需要将投票数调为0。"
"role.mayor.voteStockLeft" : "剩余票数"
"role.mayor.voteAssignment" : "市长每轮可获得票数"
"role.mayor.minVote" : "市长最低投票数"
"role.mayor.maxVote" : "市长最高投票数"
"role.mayor.maxVoteStock" : "市长可以存下的最大票数"
"role.mayor.haveRemoteEmergencyButton" : "拥有远程会议按钮"

"role.navvy.name" : "修理工"
"role.navvy.short" : "修"
"role.navvy.hint" : "维修飞船上的重要设施"
"role.navvy.info" : "修理工可以封锁管道。\n封锁管道次数用尽的那轮会议结束后，修理工可以使用其他管道，也可以远程修复破坏"
"role.navvy.help.seal" : "封锁管道"
"role.navvy.help.repair" : "远程修复破坏"
"role.navvy.maxScrews" : "最多可封锁管道次数"
"role.navvy.sealCoolDown" : "封锁管道冷却"
"role.navvy.ventCoolDown" : "使用管道冷却"
"role.navvy.ventDuration" : "管道潜伏时间"

"role.necromancer.name" : "死灵法师"
"role.necromancer.short" : "死"
"role.necromancer.hint" : "召回灵魂"
"role.necromancer.info" : "将尸体抬到指定房间复活。"
"role.necromancer.help.dragAndDrop" : "把尸体带到指定位置并复活\n当你拖曳着尸体时，将会得到一个指向复活房间的箭头"
"role.necromancer.help.revive" : "复活尸体\n只能在复活室中使用"
"role.necromancer.phantomMessage" : "把我带到%ROOM%那里..."
"role.necromancer.room.Hallway" : "通道"
"role.necromancer.room.Storage" : "库房"
"role.necromancer.room.Cafeteria" : "食堂"
"role.necromancer.room.Reactor" : "核反应堆"
"role.necromancer.room.UpperEngine" : "上引擎室"
"role.necromancer.room.Nav" : "导航室"
"role.necromancer.room.Admin" : "管理室"
"role.necromancer.room.Electrical" : "配电室"
"role.necromancer.room.LifeSupp" : "氧气室"
"role.necromancer.room.Shields" : "护盾室"
"role.necromancer.room.MedBay" : "医务室"
"role.necromancer.room.Security" : "保安室"
"role.necromancer.room.Weapons" : "舰载武器室"
"role.necromancer.room.LowerEngine" : "下引擎室"
"role.necromancer.room.Comms" : "通讯室"
"role.necromancer.room.ShipTasks" :"飞船任务处"
"role.necromancer.room.Doors" : "门口"
"role.necromancer.room.Sabotage" : "破坏处"
"role.necromancer.room.Decontamination" : "去污室"
"role.necromancer.room.Launchpad" : "发射台"
"role.necromancer.room.LockerRoom" : "更衣室"
"role.necromancer.room.Laboratory" : "实验室"
"role.necromancer.room.Balcony" : "露台"
"role.necromancer.room.Office" : "办公室"
"role.necromancer.room.Greenhouse" : "温室"
"role.necromancer.room.Dropship" : "运输船"
"role.necromancer.room.Decontamination2" : "去污室"
"role.necromancer.room.Decontamination3" : "去污室"
"role.necromancer.room.Outside" : "室外"
"role.necromancer.room.Specimens" : "样本室"
"role.necromancer.room.BoilerRoom" : "锅炉室"
"role.necromancer.room.VaultRoom" : "保险库"
"role.necromancer.room.Cockpit" : "座舱"
"role.necromancer.room.Armory" : "军械室"
"role.necromancer.room.Kitchen" : "厨房"
"role.necromancer.room.ViewingDeck" : "瞭望台"
"role.necromancer.room.HallOfPortraits" : "肖像厅"
"role.necromancer.room.CargoBay" : "货舱"
"role.necromancer.room.Ventilation" : "通风室"
"role.necromancer.room.Showers" : "淋浴室"
"role.necromancer.room.Engine" : "引擎室"
"role.necromancer.room.Brig" : "牢房"
"role.necromancer.room.MeetingRoom" : "会议室"
"role.necromancer.room.Records" : "档案室"
"role.necromancer.room.Lounge" : "休息室"
"role.necromancer.room.Gaproom" : "间隙室"
"role.necromancer.room.MainHall" : "大厅"
"role.necromancer.room.Medical" : "医疗室"
"role.necromancer.reviveCoolDown" : "复活冷却"
"role.necromancer.reviveDuration" : "复活所需时间"
"role.necromancer.maxReviveRoomDistance" : "到复活室的最大距离"
"role.necromancer.maxNotificationDistance" : "最大通知距离"

"role.niceGuesser.name" : "正义的赌怪"
"role.niceGuesser.short" : "正赌"
"role.niceGuesser.hint" : "猜测并狙杀玩家"
"role.niceGuesser.info" : "赌怪可以在会议中猜测其他玩家的身份。\n如果赌怪猜测正确，那名玩家立即死亡。\n如果赌怪猜测错误，赌怪立即死亡。"

"role.niceTrapper.name" : "正义的陷阱师"
"role.niceTrapper.short" : "正陷"
"role.niceTrapper.hint" : "安放陷阱并找出<color=#ff1919ff>伪装者</color>"
"role.niceTrapper.info" : "陷阱师可以在地图上放置陷阱。\n\n青色的陷阱为加速陷阱，经过的玩家移动速度会提升。\n加速陷阱放置的那轮会议后所有人可见。\n红色的陷阱为减速陷阱，经过的玩家移动速度会下降。\n减速陷阱放置的那轮会议后所有人可见。\n黄色的陷阱为信号陷阱，所有人不可见。\n陷阱师可以在其他玩家经过信号陷阱的短时间内看到与这名玩家皮肤颜色相同的指向这名玩家的箭头。"

"role.niceTracker.name" : "正义的追踪者"
"role.niceTracker.short" : "正追"
"role.niceTracker.hint" : "追踪玩家"
"role.niceTracker.info" : "你可以追踪其他玩家"

"role.oracle.name" : "占卜师"
"role.oracle.short" : "占"
"role.oracle.hint" : "你可以查验对方的职业"
"role.oracle.info" : "占卜师可以占卜玩家的职业。\n占卜师占卜一名玩家后可以得到若干具体职业，其中只有一个职业是那名玩家的真实职业。"
